section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
15 Security Hardening,logging_redaction,15.021,What security control 'Log redaction' is required?,"Mask tokens, passwords, parent contacts, payment references where not needed, and webhook raw secrets.",security_control,MVP,system,logs,security_hardening,,restricted,"Implement security control logging_redaction: Mask tokens, passwords, parent contacts, payment references where not needed, and webhook raw secrets.",Security test verifies logging_redaction.,Yes
15 Security Hardening,backup_access,15.022,What security control 'Backup access control' is required?,Backups restricted to system_admin; backup downloads logged; encrypted where available.,security_control,MVP,system_admin,backups,security_hardening,,restricted,Implement security control backup_access: Backups restricted to system_admin; backup downloads logged; encrypted where available.,Security test verifies backup_access.,Yes
15 Security Hardening,staging_data,15.023,What security control 'Staging data safety' is required?,No real student/parent data in staging unless anonymised and approved.,security_control,MVP,"developer,system_admin",staging,security_hardening,,restricted,Implement security control staging_data: No real student/parent data in staging unless anonymised and approved.,Security test verifies staging_data.,Yes
15 Security Hardening,delete_policy,15.024,What security control 'Delete protection' is required?,Prefer archive/revoke/status over hard delete; destructive deletes require system_admin and audit.,security_control,MVP,system_admin,all_entities,security_hardening,,restricted,Implement security control delete_policy: Prefer archive/revoke/status over hard delete; destructive deletes require system_admin and audit.,Security test verifies delete_policy.,Yes
15 Security Hardening,public_verification_limit,15.025,What security control 'Public verification minimisation' is required?,Public certificate verification returns only approved fields and is rate-limited.,security_control,MVP,public,certificates,security_hardening,,public,Implement security control public_verification_limit: Public certificate verification returns only approved fields and is rate-limited.,Security test verifies public_verification_limit.,Yes
15 Security Hardening,admin_builder_account,15.026,What security control 'MCP builder account' is required?,"Directus MCP/agent builder uses dedicated account, limited time, no personal admin token, delete disabled where possible.",security_control,MVP,"developer,system_admin",directus_mcp,security_hardening,,restricted,"Implement security control admin_builder_account: Directus MCP/agent builder uses dedicated account, limited time, no personal admin token, delete disabled where possible.",Security test verifies admin_builder_account.,Yes
15 Security Hardening,change_review_gate,15.027,What security control 'Security review gate' is required?,"Any permission, payment, student data, file access, public endpoint or schema change requires security review row/change ticket.",security_control,MVP,"developer,system_admin",changes,security_hardening,,restricted,"Implement security control change_review_gate: Any permission, payment, student data, file access, public endpoint or schema change requires security review row/change ticket.",Security test verifies change_review_gate.,Yes
16 Privacy and Children's Data,data_minimisation,16.001,What privacy rule 'data_minimisation' applies?,"Collect only data required for school participation, exam administration, results and certificate generation.",privacy_rule,MVP,"business_owner,system_admin,developer","students,parents,schools",privacy,,sensitive,"Implement privacy rule data_minimisation: Collect only data required for school participation, exam administration, results and certificate generation.",Privacy/security test verifies data_minimisation.,Yes
16 Privacy and Children's Data,children_data_classification,16.002,What privacy rule 'children_data_classification' applies?,Student data is sensitive children's data and must never be publicly exposed except approved certificate verification fields.,privacy_rule,MVP,"business_owner,system_admin,developer",students,privacy,,sensitive,Implement privacy rule children_data_classification: Student data is sensitive children's data and must never be publicly exposed except approved certificate verification fields.,Privacy/security test verifies children_data_classification.,Yes
16 Privacy and Children's Data,no_government_ids,16.003,What privacy rule 'no_government_ids' applies?,"Do not collect Aadhaar, passport, government ID, bank card or medical data in MVP.",privacy_rule,MVP,"business_owner,system_admin,developer","students,parents",privacy,,restricted,"Implement privacy rule no_government_ids: Do not collect Aadhaar, passport, government ID, bank card or medical data in MVP.",Privacy/security test verifies no_government_ids.,Yes
